fecha_snapshot,pedido,plan_slot,contenedor_id,fecha_primer_movimiento,plan_llegada_grupasa,bodega,hora_descarga,comentario_plan_grupasa,tipo_asignacion
2026-05-20,8000271 P1 FSC GE,16,HLBU3219086,2026-03-07,2026-03-13,CAMPO CHINO,,,persistida
2026-05-20,8000271 P1 FSC GE,17,TCNU1383701,2026-03-07,2026-03-13,CAMPO CHINO,,,persistida
2026-05-20,8000271 P1 FSC GE,18,TEMU7499601,2026-03-07,2026-03-13,CAMPO CHINO,,,persistida
2026-05-20,8000271 P1 FSC GE,19,TGBU6115960,2026-03-07,2026-03-13,CAMPO CHINO,,,persistida
2026-05-20,8000271 P1 FSC GE,20,TXGU6900034,2026-03-07,2026-03-13,CAMPO CHINO,,,persistida
2026-05-20,8000272 P1 FSC GE,1,FANU3644908,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,2,FANU3783966,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,3,FDCU0171641,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,4,FSCU8084136,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,5,HAMU1575658,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,6,HAMU2386659,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,7,HAMU3696710,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,8,HAMU3946320,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,9,SEKU6416581,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,10,TXGU7351670,2026-04-07,2026-04-14,,,,persistida
2026-05-20,8000272 P1 FSC GE,11,UETU6478853,2026-04-07,2026-04-14,,,,persistida
2026-05-20,SPLIT 8000220 P1 FSC GE,1,FANU3449305,2026-03-10,2026-03-10,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,1,FANU3745903,2026-03-19,2026-03-19,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,2,FANU3529057,2026-03-23,2026-03-19,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,3,HAMU1540501,2026-03-23,2026-03-19,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,4,HAMU2193876,2026-03-23,2026-03-19,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,5,HAMU2198970,2026-03-23,2026-03-19,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,6,HAMU2447008,2026-03-23,2026-03-19,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,7,HAMU2484932,2026-03-23,2026-03-19,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,8,HAMU2551650,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,9,HAMU2559820,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,10,HAMU3097671,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,11,HAMU3228513,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,12,HAMU3285827,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,13,HAMU3414056,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,14,HAMU3769689,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,15,HAMU3822206,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,16,HAMU3843019,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,17,HAMU4447096,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,18,HAMU5122290,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URG SPLIT 8000220 P2 FSC GE,19,UETU6854544,2026-03-23,2026-03-28,CAMPO CHINO,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,1,BMOU9248200,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,2,BMOU9329621,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,3,BMOU9350193,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,4,BMOU9351590,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,5,OTPU6083370,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,6,OTPU6321020,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,7,OTPU6323608,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,8,OTPU6375509,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,9,OTPU6720360,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,10,OTPU6720966,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,11,OTPU6721828,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,12,OTPU6783434,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,13,OTPU6784657,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,14,OTPU6785890,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,15,SEGU9299078,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,16,SEGU9620589,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,17,SEGU9630611,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,18,SEGU9631027,2026-04-07,2026-04-06,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,19,SEGU9676525,2026-04-07,2026-04-07,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,20,SEGU9720968,2026-04-07,2026-04-07,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,21,SEGU9741209,2026-04-07,2026-04-07,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,22,SEKU9216015,2026-04-07,2026-04-07,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,23,SEKU9216720,2026-04-07,2026-04-07,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,24,SEKU9218698,2026-04-07,2026-04-14,BODEGA SIERRA,,,persistida
2026-05-20,URGENTE 5700011274 P1 GE,25,SEKU9219605,2026-04-07,2026-04-14,BODEGA SIERRA,,,persistida
