issue_type,fecha_snapshot,contenedor_id,pedido,parcial,naviera,puerto,deposito_vacio,fecha_arribo_gye,fecha_salida_autorizada,fecha_arribo,fecha_cas,plan_llegada_grupasa,bodega,hora_descarga,comentario_plan_grupasa,plan_slot_grupasa,tipo_asignacion_grupasa,plan_llegada_patio,plan_devolucion_vacio,comentario_plan_galagans,status_actual,horario_entrega_real,tipo_incidencia,comentario_status,alerta_cas,cas_vencido,dias_puerto_a_patio,dias_patio_a_bodega,dias_bodega_a_deposito,cumplimiento_grupasa,cumplimiento_galagans
sin_plan_devolucion_vacio,2026-03-27,TRIU8767814,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,,,directa_hoja,2026-03-19,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,7.0,,,PENDIENTE,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,TTNU8467432,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,,,directa_hoja,2026-03-19,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,7.0,,,PENDIENTE,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,TTNU8659142,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,CAMPO CHINO,,,,directa_hoja,2026-03-19,,,EN GRUPASA,,SIN NOVEDAD,Inferido desde inventario historico,False,False,7.0,1.0,,CUMPLE,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,TTNU8958800,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,,,directa_hoja,2026-03-19,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,7.0,,,SIN_PLAN,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,TXGU6784593,8000236 P4 FSC GE,RE-04220,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-23,2026-03-26,2026-04-09,,,,,,directa_hoja,2026-03-26,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,6.0,,,SIN_PLAN,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,TXGU7261745,8000236 P4 FSC GE,RE-04220,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-23,2026-03-26,2026-04-09,,,,,,directa_hoja,2026-03-26,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,6.0,,,SIN_PLAN,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,TXGU8901030,8000236 P1 FSC GE,RE-03395,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-24,2026-03-25,2026-04-09,,,,,,directa_hoja,2026-03-25,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,5.0,,,SIN_PLAN,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,UETU6136275,8000236 P4 FSC GE,RE-04220,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-23,2026-03-26,2026-04-09,,,,,,directa_hoja,2026-03-26,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,6.0,,,SIN_PLAN,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,UETU6591598,5700011108 P2 GG,RE-07749,MSC,TPG,MEDLOG,2026-03-15,2026-03-17,2026-03-20,2026-03-29,2026-03-27,,,,,directa_hoja,2026-03-20,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,5.0,,,PENDIENTE,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,UETU6854544,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,,,directa_hoja,2026-03-23,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,7.0,,,SIN_PLAN,CUMPLE
sin_plan_devolucion_vacio,2026-03-27,UETU7674146,5700011284 P1 P3 GE,RE-06848,MSC,TPG,MEDLOG,2026-03-15,2026-03-18,2026-03-21,2026-03-29,,,,,,directa_hoja,2026-03-21,,,EN PATIO,,SIN NOVEDAD,Inferido desde inventario historico,False,False,6.0,,,SIN_PLAN,CUMPLE
